t(sec),motion_index,freeze,cohort_id,day
0.57,122.88,0.0,ptsd2_91,recall1
0.8,186.29,0.0,ptsd2_91,recall1
1.07,393.09,0.0,ptsd2_91,recall1
1.34,215.13,0.0,ptsd2_91,recall1
1.6,125.65,0.0,ptsd2_91,recall1
1.87,147.18,0.0,ptsd2_91,recall1
2.13,394.72,0.0,ptsd2_91,recall1
2.4,272.12,0.0,ptsd2_91,recall1
2.67,50.89,0.0,ptsd2_91,recall1
2.94,251.72,0.0,ptsd2_91,recall1
3.2,244.36,0.0,ptsd2_91,recall1
3.47,56.35,0.0,ptsd2_91,recall1
3.74,14.84,1.0,ptsd2_91,recall1
4.01,2.69,1.0,ptsd2_91,recall1
4.27,3.7,1.0,ptsd2_91,recall1
4.54,2.62,1.0,ptsd2_91,recall1
4.8,3.0,1.0,ptsd2_91,recall1
5.07,2.45,1.0,ptsd2_91,recall1
5.34,9.91,1.0,ptsd2_91,recall1
5.61,4.53,1.0,ptsd2_91,recall1
5.87,7.48,1.0,ptsd2_91,recall1
6.14,286.09,0.0,ptsd2_91,recall1
6.41,254.05,0.0,ptsd2_91,recall1
6.67,221.4,0.0,ptsd2_91,recall1
6.94,178.43,0.0,ptsd2_91,recall1
7.21,235.86,0.0,ptsd2_91,recall1
7.47,412.84,0.0,ptsd2_91,recall1
7.74,273.06,0.0,ptsd2_91,recall1
8.01,211.85,0.0,ptsd2_91,recall1
8.28,322.24,0.0,ptsd2_91,recall1
8.54,315.13,0.0,ptsd2_91,recall1
8.81,349.05,0.0,ptsd2_91,recall1
9.08,292.75,0.0,ptsd2_91,recall1
9.34,260.86,0.0,ptsd2_91,recall1
9.61,212.53,0.0,ptsd2_91,recall1
9.88,294.69,0.0,ptsd2_91,recall1
10.14,138.01,0.0,ptsd2_91,recall1
10.41,170.35,0.0,ptsd2_91,recall1
10.68,210.11,0.0,ptsd2_91,recall1
10.95,261.11,0.0,ptsd2_91,recall1
11.21,283.68,0.0,ptsd2_91,recall1
11.48,321.74,0.0,ptsd2_91,recall1
11.75,337.82,0.0,ptsd2_91,recall1
12.01,365.01,0.0,ptsd2_91,recall1
12.28,221.95,0.0,ptsd2_91,recall1
12.55,597.72,0.0,ptsd2_91,recall1
12.81,351.12,0.0,ptsd2_91,recall1
13.08,236.44,0.0,ptsd2_91,recall1
13.35,718.23,0.0,ptsd2_91,recall1
13.61,582.52,0.0,ptsd2_91,recall1
13.88,56.12,0.0,ptsd2_91,recall1
14.15,974.79,0.0,ptsd2_91,recall1
14.41,24.23,1.0,ptsd2_91,recall1
14.68,755.03,0.0,ptsd2_91,recall1
14.95,832.94,0.0,ptsd2_91,recall1
15.22,13.53,1.0,ptsd2_91,recall1
15.48,138.22,0.0,ptsd2_91,recall1
15.75,91.67,0.0,ptsd2_91,recall1
16.02,16.33,1.0,ptsd2_91,recall1
16.28,5.13,1.0,ptsd2_91,recall1
16.55,2.82,1.0,ptsd2_91,recall1
16.82,10.4,1.0,ptsd2_91,recall1
17.09,129.49,0.0,ptsd2_91,recall1
17.35,14.26,1.0,ptsd2_91,recall1
17.62,539.13,0.0,ptsd2_91,recall1
17.89,377.1,0.0,ptsd2_91,recall1
18.15,223.7,0.0,ptsd2_91,recall1
18.42,276.64,0.0,ptsd2_91,recall1
18.69,143.42,0.0,ptsd2_91,recall1
18.95,217.0,0.0,ptsd2_91,recall1
19.22,297.21,0.0,ptsd2_91,recall1
19.49,374.91,0.0,ptsd2_91,recall1
19.75,482.14,0.0,ptsd2_91,recall1
20.02,425.64,0.0,ptsd2_91,recall1
20.29,262.92,0.0,ptsd2_91,recall1
20.56,167.36,0.0,ptsd2_91,recall1
20.82,206.52,0.0,ptsd2_91,recall1
21.09,355.96,0.0,ptsd2_91,recall1
21.35,308.5,0.0,ptsd2_91,recall1
21.62,442.92,0.0,ptsd2_91,recall1
21.89,238.52,0.0,ptsd2_91,recall1
22.16,302.88,0.0,ptsd2_91,recall1
22.42,29.8,0.0,ptsd2_91,recall1
22.69,56.67,0.0,ptsd2_91,recall1
22.96,173.13,0.0,ptsd2_91,recall1
23.22,292.49,0.0,ptsd2_91,recall1
23.49,417.72,0.0,ptsd2_91,recall1
23.76,405.1,0.0,ptsd2_91,recall1
24.03,112.32,0.0,ptsd2_91,recall1
24.29,11.31,1.0,ptsd2_91,recall1
24.56,7.71,1.0,ptsd2_91,recall1
24.83,2.27,1.0,ptsd2_91,recall1
25.09,2.35,1.0,ptsd2_91,recall1
25.36,2.28,1.0,ptsd2_91,recall1
25.63,12.22,1.0,ptsd2_91,recall1
25.89,156.62,0.0,ptsd2_91,recall1
26.16,261.08,0.0,ptsd2_91,recall1
26.43,404.22,0.0,ptsd2_91,recall1
26.69,278.72,0.0,ptsd2_91,recall1
26.96,97.27,0.0,ptsd2_91,recall1
27.23,320.54,0.0,ptsd2_91,recall1
27.5,194.27,0.0,ptsd2_91,recall1
27.76,331.69,0.0,ptsd2_91,recall1
28.03,133.03,0.0,ptsd2_91,recall1
28.3,25.84,1.0,ptsd2_91,recall1
28.56,370.01,0.0,ptsd2_91,recall1
28.83,16.8,1.0,ptsd2_91,recall1
29.1,2.22,1.0,ptsd2_91,recall1
29.36,17.88,1.0,ptsd2_91,recall1
29.63,2.67,1.0,ptsd2_91,recall1
29.9,4.97,1.0,ptsd2_91,recall1
30.17,424.76,0.0,ptsd2_91,recall1
30.43,196.67,0.0,ptsd2_91,recall1
30.7,187.85,0.0,ptsd2_91,recall1
30.97,221.77,0.0,ptsd2_91,recall1
31.23,157.57,0.0,ptsd2_91,recall1
31.5,129.35,0.0,ptsd2_91,recall1
31.77,114.99,0.0,ptsd2_91,recall1
32.03,319.56,0.0,ptsd2_91,recall1
32.3,133.37,0.0,ptsd2_91,recall1
32.57,59.92,0.0,ptsd2_91,recall1
32.84,364.55,0.0,ptsd2_91,recall1
33.1,10.5,1.0,ptsd2_91,recall1
33.37,18.67,1.0,ptsd2_91,recall1
33.63,41.59,0.0,ptsd2_91,recall1
33.9,3.91,1.0,ptsd2_91,recall1
34.17,13.27,1.0,ptsd2_91,recall1
34.44,8.87,1.0,ptsd2_91,recall1
34.7,2.04,1.0,ptsd2_91,recall1
34.97,2.21,1.0,ptsd2_91,recall1
35.24,2.24,1.0,ptsd2_91,recall1
35.51,3.16,1.0,ptsd2_91,recall1
35.77,2.55,1.0,ptsd2_91,recall1
36.04,2.09,1.0,ptsd2_91,recall1
36.31,180.74,0.0,ptsd2_91,recall1
36.57,754.03,0.0,ptsd2_91,recall1
36.84,308.68,0.0,ptsd2_91,recall1
37.1,353.6,0.0,ptsd2_91,recall1
37.37,389.06,0.0,ptsd2_91,recall1
37.64,328.17,0.0,ptsd2_91,recall1
37.91,431.43,0.0,ptsd2_91,recall1
38.17,45.36,0.0,ptsd2_91,recall1
38.44,36.18,0.0,ptsd2_91,recall1
38.71,323.74,0.0,ptsd2_91,recall1
38.97,335.28,0.0,ptsd2_91,recall1
39.24,59.74,0.0,ptsd2_91,recall1
39.51,15.41,1.0,ptsd2_91,recall1
39.78,386.45,0.0,ptsd2_91,recall1
40.04,231.98,0.0,ptsd2_91,recall1
40.31,181.08,0.0,ptsd2_91,recall1
40.58,127.95,0.0,ptsd2_91,recall1
40.84,125.62,0.0,ptsd2_91,recall1
41.11,107.08,0.0,ptsd2_91,recall1
41.38,199.15,0.0,ptsd2_91,recall1
41.64,136.55,0.0,ptsd2_91,recall1
41.91,143.12,0.0,ptsd2_91,recall1
42.18,150.42,0.0,ptsd2_91,recall1
42.44,239.55,0.0,ptsd2_91,recall1
42.71,152.81,0.0,ptsd2_91,recall1
42.98,150.27,0.0,ptsd2_91,recall1
43.25,116.92,0.0,ptsd2_91,recall1
43.51,100.62,0.0,ptsd2_91,recall1
43.78,86.84,0.0,ptsd2_91,recall1
44.05,94.25,0.0,ptsd2_91,recall1
44.31,98.7,0.0,ptsd2_91,recall1
44.58,97.41,0.0,ptsd2_91,recall1
44.85,122.81,0.0,ptsd2_91,recall1
45.12,161.01,0.0,ptsd2_91,recall1
45.38,182.07,0.0,ptsd2_91,recall1
45.65,153.48,0.0,ptsd2_91,recall1
45.92,126.43,0.0,ptsd2_91,recall1
46.18,153.79,0.0,ptsd2_91,recall1
46.45,135.91,0.0,ptsd2_91,recall1
46.72,146.38,0.0,ptsd2_91,recall1
46.98,129.38,0.0,ptsd2_91,recall1
47.25,85.79,0.0,ptsd2_91,recall1
47.52,85.77,0.0,ptsd2_91,recall1
47.78,195.09,0.0,ptsd2_91,recall1
48.05,37.93,0.0,ptsd2_91,recall1
48.32,120.24,0.0,ptsd2_91,recall1
48.58,376.54,0.0,ptsd2_91,recall1
48.85,61.9,0.0,ptsd2_91,recall1
49.12,95.97,0.0,ptsd2_91,recall1
49.38,64.4,0.0,ptsd2_91,recall1
49.65,69.59,0.0,ptsd2_91,recall1
49.92,64.86,0.0,ptsd2_91,recall1
50.19,161.66,0.0,ptsd2_91,recall1
50.45,159.43,0.0,ptsd2_91,recall1
50.72,126.74,0.0,ptsd2_91,recall1
50.99,132.19,0.0,ptsd2_91,recall1
51.25,109.53,0.0,ptsd2_91,recall1
51.52,159.33,0.0,ptsd2_91,recall1
51.79,84.03,0.0,ptsd2_91,recall1
52.05,86.01,0.0,ptsd2_91,recall1
52.32,90.32,0.0,ptsd2_91,recall1
52.59,261.85,0.0,ptsd2_91,recall1
52.86,277.43,0.0,ptsd2_91,recall1
53.12,168.22,0.0,ptsd2_91,recall1
53.39,162.74,0.0,ptsd2_91,recall1
53.66,149.35,0.0,ptsd2_91,recall1
53.92,212.19,0.0,ptsd2_91,recall1
54.19,182.05,0.0,ptsd2_91,recall1
54.46,120.88,0.0,ptsd2_91,recall1
54.72,167.03,0.0,ptsd2_91,recall1
54.99,246.4,0.0,ptsd2_91,recall1
55.26,234.14,0.0,ptsd2_91,recall1
55.53,273.23,0.0,ptsd2_91,recall1
55.79,188.99,0.0,ptsd2_91,recall1
56.06,171.95,0.0,ptsd2_91,recall1
56.33,159.21,0.0,ptsd2_91,recall1
56.59,90.03,0.0,ptsd2_91,recall1
56.86,108.07,0.0,ptsd2_91,recall1
57.13,203.0,0.0,ptsd2_91,recall1
57.39,113.89,0.0,ptsd2_91,recall1
57.66,109.22,0.0,ptsd2_91,recall1
57.93,42.42,0.0,ptsd2_91,recall1
58.19,50.35,0.0,ptsd2_91,recall1
58.46,40.45,0.0,ptsd2_91,recall1
58.73,45.39,0.0,ptsd2_91,recall1
58.99,53.82,0.0,ptsd2_91,recall1
59.26,78.37,0.0,ptsd2_91,recall1
59.53,76.9,0.0,ptsd2_91,recall1
59.8,60.03,0.0,ptsd2_91,recall1
60.06,58.92,0.0,ptsd2_91,recall1
60.33,35.8,0.0,ptsd2_91,recall1
60.6,89.65,0.0,ptsd2_91,recall1
60.86,64.24,0.0,ptsd2_91,recall1
61.13,56.62,0.0,ptsd2_91,recall1
61.4,53.5,0.0,ptsd2_91,recall1
61.66,117.41,0.0,ptsd2_91,recall1
61.93,56.89,0.0,ptsd2_91,recall1
62.2,76.39,0.0,ptsd2_91,recall1
62.46,186.6,0.0,ptsd2_91,recall1
62.73,65.0,0.0,ptsd2_91,recall1
63.0,45.3,0.0,ptsd2_91,recall1
63.27,36.28,0.0,ptsd2_91,recall1
63.53,43.59,0.0,ptsd2_91,recall1
63.8,84.34,0.0,ptsd2_91,recall1
64.07,67.13,0.0,ptsd2_91,recall1
64.33,95.27,0.0,ptsd2_91,recall1
64.6,47.52,0.0,ptsd2_91,recall1
64.87,53.31,0.0,ptsd2_91,recall1
65.13,63.45,0.0,ptsd2_91,recall1
65.4,72.04,0.0,ptsd2_91,recall1
65.67,91.61,0.0,ptsd2_91,recall1
65.94,69.02,0.0,ptsd2_91,recall1
66.2,61.07,0.0,ptsd2_91,recall1
66.47,79.28,0.0,ptsd2_91,recall1
66.74,89.43,0.0,ptsd2_91,recall1
67.0,249.98,0.0,ptsd2_91,recall1
67.27,121.86,0.0,ptsd2_91,recall1
67.54,166.34,0.0,ptsd2_91,recall1
67.8,133.2,0.0,ptsd2_91,recall1
68.07,179.22,0.0,ptsd2_91,recall1
68.34,83.73,0.0,ptsd2_91,recall1
68.61,84.35,0.0,ptsd2_91,recall1
68.87,69.82,0.0,ptsd2_91,recall1
69.14,71.95,0.0,ptsd2_91,recall1
69.4,65.54,0.0,ptsd2_91,recall1
69.67,62.74,0.0,ptsd2_91,recall1
69.94,73.88,0.0,ptsd2_91,recall1
70.21,137.51,0.0,ptsd2_91,recall1
70.47,8.76,1.0,ptsd2_91,recall1
70.74,31.89,0.0,ptsd2_91,recall1
71.01,2.07,1.0,ptsd2_91,recall1
71.27,98.23,0.0,ptsd2_91,recall1
71.54,84.3,0.0,ptsd2_91,recall1
71.81,58.86,0.0,ptsd2_91,recall1
72.07,2.16,1.0,ptsd2_91,recall1
72.34,85.47,0.0,ptsd2_91,recall1
72.61,70.94,0.0,ptsd2_91,recall1
72.88,62.1,0.0,ptsd2_91,recall1
73.14,89.51,0.0,ptsd2_91,recall1
73.41,37.68,0.0,ptsd2_91,recall1
73.68,78.3,0.0,ptsd2_91,recall1
73.94,92.15,0.0,ptsd2_91,recall1
74.21,93.11,0.0,ptsd2_91,recall1
74.48,85.27,0.0,ptsd2_91,recall1
74.74,70.23,0.0,ptsd2_91,recall1
75.01,128.84,0.0,ptsd2_91,recall1
75.28,95.76,0.0,ptsd2_91,recall1
75.54,95.76,0.0,ptsd2_91,recall1
75.81,81.72,0.0,ptsd2_91,recall1
76.08,285.55,0.0,ptsd2_91,recall1
76.35,125.89,0.0,ptsd2_91,recall1
76.61,239.76,0.0,ptsd2_91,recall1
76.88,111.48,0.0,ptsd2_91,recall1
77.15,2.09,1.0,ptsd2_91,recall1
77.41,1.84,1.0,ptsd2_91,recall1
77.68,1.84,1.0,ptsd2_91,recall1
77.95,1.98,1.0,ptsd2_91,recall1
78.21,1.94,1.0,ptsd2_91,recall1
78.48,1.88,1.0,ptsd2_91,recall1
78.75,3.53,1.0,ptsd2_91,recall1
79.02,1.98,1.0,ptsd2_91,recall1
79.28,169.82,0.0,ptsd2_91,recall1
79.55,157.08,0.0,ptsd2_91,recall1
79.82,204.36,0.0,ptsd2_91,recall1
80.08,205.53,0.0,ptsd2_91,recall1
80.35,280.67,0.0,ptsd2_91,recall1
80.62,124.98,0.0,ptsd2_91,recall1
80.88,267.01,0.0,ptsd2_91,recall1
81.15,187.45,0.0,ptsd2_91,recall1
81.42,83.15,0.0,ptsd2_91,recall1
81.68,76.26,0.0,ptsd2_91,recall1
81.95,58.73,0.0,ptsd2_91,recall1
82.22,104.32,0.0,ptsd2_91,recall1
82.49,80.06,0.0,ptsd2_91,recall1
82.75,96.63,0.0,ptsd2_91,recall1
83.02,188.5,0.0,ptsd2_91,recall1
83.29,153.16,0.0,ptsd2_91,recall1
83.55,110.47,0.0,ptsd2_91,recall1
83.82,2.34,1.0,ptsd2_91,recall1
84.09,2.07,1.0,ptsd2_91,recall1
84.36,2.0,1.0,ptsd2_91,recall1
84.62,2.07,1.0,ptsd2_91,recall1
84.89,2.07,1.0,ptsd2_91,recall1
85.16,1.81,1.0,ptsd2_91,recall1
85.42,1.87,1.0,ptsd2_91,recall1
85.69,1.9,1.0,ptsd2_91,recall1
85.96,1.71,1.0,ptsd2_91,recall1
86.22,2.03,1.0,ptsd2_91,recall1
86.49,85.74,0.0,ptsd2_91,recall1
86.76,127.94,0.0,ptsd2_91,recall1
87.03,110.71,0.0,ptsd2_91,recall1
87.29,123.92,0.0,ptsd2_91,recall1
87.56,130.68,0.0,ptsd2_91,recall1
87.82,145.69,0.0,ptsd2_91,recall1
88.09,298.92,0.0,ptsd2_91,recall1
88.36,27.57,0.0,ptsd2_91,recall1
88.63,19.46,1.0,ptsd2_91,recall1
88.89,4.34,1.0,ptsd2_91,recall1
89.16,128.56,0.0,ptsd2_91,recall1
89.43,254.12,0.0,ptsd2_91,recall1
89.69,67.61,0.0,ptsd2_91,recall1
89.96,73.68,0.0,ptsd2_91,recall1
90.23,90.62,0.0,ptsd2_91,recall1
90.5,17.29,1.0,ptsd2_91,recall1
90.76,93.05,0.0,ptsd2_91,recall1
91.03,112.69,0.0,ptsd2_91,recall1
91.3,77.62,0.0,ptsd2_91,recall1
91.56,67.71,0.0,ptsd2_91,recall1
91.83,95.09,0.0,ptsd2_91,recall1
92.1,134.16,0.0,ptsd2_91,recall1
92.36,217.81,0.0,ptsd2_91,recall1
92.63,278.39,0.0,ptsd2_91,recall1
92.9,2.24,1.0,ptsd2_91,recall1
93.16,1.88,1.0,ptsd2_91,recall1
93.43,1.79,1.0,ptsd2_91,recall1
93.7,1.95,1.0,ptsd2_91,recall1
93.96,2.01,1.0,ptsd2_91,recall1
94.23,2.07,1.0,ptsd2_91,recall1
94.5,1.84,1.0,ptsd2_91,recall1
94.76,2.35,1.0,ptsd2_91,recall1
95.03,1.98,1.0,ptsd2_91,recall1
95.3,2.21,1.0,ptsd2_91,recall1
95.57,2.07,1.0,ptsd2_91,recall1
95.83,2.05,1.0,ptsd2_91,recall1
96.1,131.51,0.0,ptsd2_91,recall1
96.37,97.35,0.0,ptsd2_91,recall1
96.63,76.95,0.0,ptsd2_91,recall1
96.9,117.52,0.0,ptsd2_91,recall1
97.17,211.25,0.0,ptsd2_91,recall1
97.43,79.13,0.0,ptsd2_91,recall1
97.7,140.09,0.0,ptsd2_91,recall1
97.97,128.44,0.0,ptsd2_91,recall1
98.24,62.54,0.0,ptsd2_91,recall1
98.5,72.21,0.0,ptsd2_91,recall1
98.77,98.28,0.0,ptsd2_91,recall1
99.04,70.88,0.0,ptsd2_91,recall1
99.3,75.72,0.0,ptsd2_91,recall1
99.57,115.48,0.0,ptsd2_91,recall1
99.84,48.39,0.0,ptsd2_91,recall1
100.1,81.37,0.0,ptsd2_91,recall1
100.37,183.27,0.0,ptsd2_91,recall1
100.64,56.3,0.0,ptsd2_91,recall1
100.91,2.85,1.0,ptsd2_91,recall1
101.17,111.59,0.0,ptsd2_91,recall1
101.44,98.76,0.0,ptsd2_91,recall1
101.71,82.91,0.0,ptsd2_91,recall1
101.97,64.5,0.0,ptsd2_91,recall1
102.24,2.87,1.0,ptsd2_91,recall1
102.51,3.26,1.0,ptsd2_91,recall1
102.77,36.42,0.0,ptsd2_91,recall1
103.04,127.39,0.0,ptsd2_91,recall1
103.31,121.14,0.0,ptsd2_91,recall1
103.57,200.82,0.0,ptsd2_91,recall1
103.84,189.48,0.0,ptsd2_91,recall1
104.11,40.16,0.0,ptsd2_91,recall1
104.37,227.2,0.0,ptsd2_91,recall1
104.64,80.01,0.0,ptsd2_91,recall1
104.91,5.02,1.0,ptsd2_91,recall1
105.18,2.8,1.0,ptsd2_91,recall1
105.44,2.66,1.0,ptsd2_91,recall1
105.71,1.92,1.0,ptsd2_91,recall1
105.98,2.27,1.0,ptsd2_91,recall1
106.24,2.0,1.0,ptsd2_91,recall1
106.51,84.46,0.0,ptsd2_91,recall1
106.78,209.47,0.0,ptsd2_91,recall1
107.04,131.77,0.0,ptsd2_91,recall1
107.31,96.96,0.0,ptsd2_91,recall1
107.58,101.02,0.0,ptsd2_91,recall1
107.85,117.25,0.0,ptsd2_91,recall1
108.11,119.92,0.0,ptsd2_91,recall1
108.38,174.53,0.0,ptsd2_91,recall1
108.65,115.24,0.0,ptsd2_91,recall1
108.91,173.49,0.0,ptsd2_91,recall1
109.18,181.74,0.0,ptsd2_91,recall1
109.45,335.37,0.0,ptsd2_91,recall1
109.71,215.18,0.0,ptsd2_91,recall1
109.98,23.09,1.0,ptsd2_91,recall1
110.25,264.58,0.0,ptsd2_91,recall1
110.51,10.52,1.0,ptsd2_91,recall1
110.78,89.06,0.0,ptsd2_91,recall1
111.05,151.28,0.0,ptsd2_91,recall1
111.32,11.0,1.0,ptsd2_91,recall1
111.58,15.47,1.0,ptsd2_91,recall1
111.85,2.2,1.0,ptsd2_91,recall1
112.12,1.87,1.0,ptsd2_91,recall1
112.38,1.82,1.0,ptsd2_91,recall1
112.65,1.99,1.0,ptsd2_91,recall1
112.92,2.0,1.0,ptsd2_91,recall1
113.18,221.48,0.0,ptsd2_91,recall1
113.45,211.17,0.0,ptsd2_91,recall1
113.72,334.83,0.0,ptsd2_91,recall1
113.99,115.74,0.0,ptsd2_91,recall1
114.25,123.55,0.0,ptsd2_91,recall1
114.52,89.37,0.0,ptsd2_91,recall1
114.79,85.48,0.0,ptsd2_91,recall1
115.05,111.72,0.0,ptsd2_91,recall1
115.32,12.28,1.0,ptsd2_91,recall1
115.59,113.96,0.0,ptsd2_91,recall1
115.85,134.3,0.0,ptsd2_91,recall1
116.12,112.49,0.0,ptsd2_91,recall1
116.39,86.25,0.0,ptsd2_91,recall1
116.65,119.81,0.0,ptsd2_91,recall1
116.92,104.02,0.0,ptsd2_91,recall1
117.19,140.44,0.0,ptsd2_91,recall1
117.46,129.45,0.0,ptsd2_91,recall1
117.72,178.29,0.0,ptsd2_91,recall1
117.99,409.05,0.0,ptsd2_91,recall1
118.26,88.57,0.0,ptsd2_91,recall1
118.52,33.79,0.0,ptsd2_91,recall1
118.79,328.85,0.0,ptsd2_91,recall1
119.06,281.38,0.0,ptsd2_91,recall1
119.32,214.83,0.0,ptsd2_91,recall1
119.59,102.2,0.0,ptsd2_91,recall1
119.86,40.4,0.0,ptsd2_91,recall1
120.13,16.47,1.0,ptsd2_91,recall1
120.39,10.39,1.0,ptsd2_91,recall1
120.66,5.35,1.0,ptsd2_91,recall1
120.93,2.77,1.0,ptsd2_91,recall1
121.19,133.25,0.0,ptsd2_91,recall1
121.46,159.68,0.0,ptsd2_91,recall1
121.73,429.71,0.0,ptsd2_91,recall1
121.99,406.58,0.0,ptsd2_91,recall1
122.26,337.12,0.0,ptsd2_91,recall1
122.53,319.9,0.0,ptsd2_91,recall1
122.79,76.86,0.0,ptsd2_91,recall1
123.06,30.04,0.0,ptsd2_91,recall1
123.33,66.49,0.0,ptsd2_91,recall1
123.6,2.5,1.0,ptsd2_91,recall1
123.86,284.64,0.0,ptsd2_91,recall1
124.13,266.21,0.0,ptsd2_91,recall1
124.4,136.16,0.0,ptsd2_91,recall1
124.66,138.87,0.0,ptsd2_91,recall1
124.93,77.43,0.0,ptsd2_91,recall1
125.2,249.35,0.0,ptsd2_91,recall1
125.46,66.51,0.0,ptsd2_91,recall1
125.73,56.0,0.0,ptsd2_91,recall1
126.0,111.67,0.0,ptsd2_91,recall1
126.26,217.64,0.0,ptsd2_91,recall1
126.53,357.33,0.0,ptsd2_91,recall1
126.8,201.35,0.0,ptsd2_91,recall1
127.07,65.77,0.0,ptsd2_91,recall1
127.33,85.56,0.0,ptsd2_91,recall1
127.6,151.65,0.0,ptsd2_91,recall1
127.87,39.72,0.0,ptsd2_91,recall1
128.13,38.88,0.0,ptsd2_91,recall1
128.4,69.51,0.0,ptsd2_91,recall1
128.67,78.44,0.0,ptsd2_91,recall1
128.93,110.3,0.0,ptsd2_91,recall1
129.2,97.98,0.0,ptsd2_91,recall1
129.47,76.04,0.0,ptsd2_91,recall1
129.74,116.8,0.0,ptsd2_91,recall1
130.0,86.22,0.0,ptsd2_91,recall1
130.27,107.83,0.0,ptsd2_91,recall1
130.54,121.82,0.0,ptsd2_91,recall1
130.8,75.41,0.0,ptsd2_91,recall1
131.07,50.04,0.0,ptsd2_91,recall1
131.34,54.68,0.0,ptsd2_91,recall1
131.6,107.47,0.0,ptsd2_91,recall1
131.87,181.23,0.0,ptsd2_91,recall1
132.14,104.93,0.0,ptsd2_91,recall1
132.4,83.19,0.0,ptsd2_91,recall1
132.67,101.2,0.0,ptsd2_91,recall1
132.94,114.01,0.0,ptsd2_91,recall1
133.21,119.76,0.0,ptsd2_91,recall1
133.47,18.8,1.0,ptsd2_91,recall1
133.74,58.96,0.0,ptsd2_91,recall1
134.01,6.54,1.0,ptsd2_91,recall1
134.27,60.28,0.0,ptsd2_91,recall1
134.54,40.94,0.0,ptsd2_91,recall1
134.81,78.06,0.0,ptsd2_91,recall1
135.07,34.77,0.0,ptsd2_91,recall1
135.34,73.05,0.0,ptsd2_91,recall1
135.61,73.23,0.0,ptsd2_91,recall1
135.88,61.51,0.0,ptsd2_91,recall1
136.14,149.69,0.0,ptsd2_91,recall1
136.41,56.26,0.0,ptsd2_91,recall1
136.68,64.07,0.0,ptsd2_91,recall1
136.94,86.35,0.0,ptsd2_91,recall1
137.21,129.77,0.0,ptsd2_91,recall1
137.48,81.83,0.0,ptsd2_91,recall1
137.74,114.71,0.0,ptsd2_91,recall1
138.01,63.48,0.0,ptsd2_91,recall1
138.28,40.01,0.0,ptsd2_91,recall1
138.54,2.07,1.0,ptsd2_91,recall1
138.81,1.85,1.0,ptsd2_91,recall1
139.08,2.13,1.0,ptsd2_91,recall1
139.34,2.07,1.0,ptsd2_91,recall1
139.61,2.87,1.0,ptsd2_91,recall1
139.88,71.64,0.0,ptsd2_91,recall1
140.15,67.9,0.0,ptsd2_91,recall1
140.41,48.11,0.0,ptsd2_91,recall1
140.68,58.11,0.0,ptsd2_91,recall1
140.95,57.35,0.0,ptsd2_91,recall1
141.21,49.17,0.0,ptsd2_91,recall1
141.48,89.97,0.0,ptsd2_91,recall1
141.75,78.49,0.0,ptsd2_91,recall1
142.01,92.38,0.0,ptsd2_91,recall1
142.28,82.63,0.0,ptsd2_91,recall1
142.55,156.18,0.0,ptsd2_91,recall1
142.82,102.15,0.0,ptsd2_91,recall1
143.08,85.05,0.0,ptsd2_91,recall1
143.35,62.55,0.0,ptsd2_91,recall1
143.62,70.83,0.0,ptsd2_91,recall1
143.88,73.36,0.0,ptsd2_91,recall1
144.15,67.68,0.0,ptsd2_91,recall1
144.42,30.75,0.0,ptsd2_91,recall1
144.68,52.03,0.0,ptsd2_91,recall1
144.95,112.88,0.0,ptsd2_91,recall1
145.22,113.99,0.0,ptsd2_91,recall1
145.48,250.84,0.0,ptsd2_91,recall1
145.75,99.09,0.0,ptsd2_91,recall1
146.02,118.53,0.0,ptsd2_91,recall1
146.29,141.57,0.0,ptsd2_91,recall1
146.55,125.26,0.0,ptsd2_91,recall1
146.82,148.43,0.0,ptsd2_91,recall1
147.09,79.77,0.0,ptsd2_91,recall1
147.35,189.85,0.0,ptsd2_91,recall1
147.62,274.75,0.0,ptsd2_91,recall1
147.89,240.99,0.0,ptsd2_91,recall1
148.15,150.4,0.0,ptsd2_91,recall1
148.42,117.35,0.0,ptsd2_91,recall1
148.69,87.84,0.0,ptsd2_91,recall1
148.96,85.39,0.0,ptsd2_91,recall1
149.22,184.15,0.0,ptsd2_91,recall1
149.49,114.84,0.0,ptsd2_91,recall1
149.76,80.96,0.0,ptsd2_91,recall1
150.02,61.3,0.0,ptsd2_91,recall1
150.29,67.84,0.0,ptsd2_91,recall1
150.56,71.77,0.0,ptsd2_91,recall1
150.82,94.22,0.0,ptsd2_91,recall1
151.09,75.87,0.0,ptsd2_91,recall1
151.36,50.97,0.0,ptsd2_91,recall1
151.62,61.96,0.0,ptsd2_91,recall1
151.89,68.55,0.0,ptsd2_91,recall1
152.16,115.33,0.0,ptsd2_91,recall1
152.43,131.89,0.0,ptsd2_91,recall1
152.69,177.3,0.0,ptsd2_91,recall1
152.96,126.49,0.0,ptsd2_91,recall1
153.23,157.45,0.0,ptsd2_91,recall1
153.49,102.79,0.0,ptsd2_91,recall1
153.76,88.44,0.0,ptsd2_91,recall1
154.03,33.81,0.0,ptsd2_91,recall1
154.29,78.02,0.0,ptsd2_91,recall1
154.56,80.88,0.0,ptsd2_91,recall1
154.83,75.67,0.0,ptsd2_91,recall1
155.1,97.4,0.0,ptsd2_91,recall1
155.36,155.69,0.0,ptsd2_91,recall1
155.63,427.18,0.0,ptsd2_91,recall1
