group,name,syllable,heading_mean,heading_std,heading_min,heading_max,angular_velocity_mean,angular_velocity_std,angular_velocity_min,angular_velocity_max,velocity_px_s_mean,velocity_px_s_std,velocity_px_s_min,velocity_px_s_max,frequency,duration
female,5_02DLC_resnet50_phi_cfc_boxNov7shuffle1_388000,0,-1.035131074617428,0.7555255668360127,-2.8484469173608953,0.22806530113437498,-4.409665997494171,5.138401121679533,-13.149264589857395,0.10344730834001337,88.95396369181633,53.898466443543,0.0,186.3952190160678,0.04878048780487805,0.7333333333333333
female,5_02DLC_resnet50_phi_cfc_boxNov7shuffle1_388000,1,0.19653785462106604,1.4975367100064194,-1.9859350316105897,2.4912382305152008,-0.7184419071945264,1.8707773699212014,-10.065677952015257,2.005359907979518,59.733461874383956,50.034920781413696,1.6161030549178843,218.821429713305,0.14634146341463414,1.922222222222222
female,5_02DLC_resnet50_phi_cfc_boxNov7shuffle1_388000,2,-0.06519108992389257,2.0773325167951797,-3.1410585042542247,3.065262263592068,0.5065780773027544,25.364672345205733,-30.17630529318508,187.48605889898735,112.28500598102863,70.74036173813982,6.267043279789464,356.3008493017983,0.24390243902439024,1.46
female,5_02DLC_resnet50_phi_cfc_boxNov7shuffle1_388000,3,0.2923544856208508,0.3088073507181534,0.057340824571414185,1.113200200547741,-0.10087459747782218,0.6623338661234145,-2.253162138566145,1.1463446950080636,20.623370626028123,16.43703307286943,1.9550164639606236,105.80723165015894,0.14634146341463414,0.7444444444444444
female,5_02DLC_resnet50_phi_cfc_boxNov7shuffle1_388000,4,0.1049299539692612,0.47319864006222406,-2.2492648914660145,0.6825413641407696,-0.3472396798544791,1.3547399666349225,-6.564237507478787,4.8087224742913115,37.95178042308436,43.89962151580478,2.005777506250345,274.0542146925124,0.12195121951219512,4.573333333333333
female,5_02DLC_resnet50_phi_cfc_boxNov7shuffle1_388000,5,0.12809675417012847,0.949551217207985,-1.6928277018484708,0.9866788901128979,-1.7442873810942616,5.106414594134557,-10.061303600562987,5.6993123201995095,134.59180264516507,57.656368976637175,28.243935689108582,250.16356940710108,0.024390243902439025,1.5333333333333334
female,5_02DLC_resnet50_phi_cfc_boxNov7shuffle1_388000,8,-0.6662807846004597,1.2091704621149855,-2.2788973302714672,0.45153276921314645,-0.48982356303078245,1.0458704517004207,-3.9740145889999967,0.7054534943067525,24.08219534574912,21.327927400357645,6.416177161703766,129.3344048902876,0.04878048780487805,1.3
female,5_02DLC_resnet50_phi_cfc_boxNov7shuffle1_388000,11,-0.6042838346893772,1.9509704303991993,-1.8679508174618966,3.006403586977279,1.3691474535178152,17.920760831292213,-4.851732714053649,184.65532186876578,26.91961929979916,27.044401861655086,1.1560851591704866,178.23225803327324,0.04878048780487805,3.566666666666667
female,5_02DLC_resnet50_phi_cfc_boxNov7shuffle1_388000,12,0.317507949115184,0.43531360045471706,0.05685649245563393,2.956924511972612,2.361305918000836,20.66089963373853,-6.924012041584753,183.51285961803066,32.9111401210112,33.50726845617915,4.533725007393611,236.0752267919012,0.0975609756097561,1.3166666666666667
female,5_02DLC_resnet50_phi_cfc_boxNov7shuffle1_388000,15,2.3713334405940936,0.1868972515431653,1.7702421130714785,2.5594718027075154,0.49946732759444806,1.5095133927365765,-1.1161561157594502,3.4747085648700216,45.35063707019318,41.054602397043574,7.487808075584473,176.25685813906324,0.024390243902439025,2.0
